iter	Passed	Remaining
466	352889	402762
467	353766	402144
468	354521	401387
469	355408	400779
470	356267	400138
471	357153	399527
472	357889	398747
473	358665	398012
474	359458	397295
475	360269	396599
476	361043	395860
477	361978	395298
478	362763	394571
479	363637	393940
480	364472	393267
481	365268	392549
482	366099	391870
483	366911	391169
484	367680	390423
485	368517	389748
486	369385	389106
487	370094	388296
488	370767	387448
489	371457	386618
490	372235	385881
491	373079	385211
492	373920	384539
493	374715	383818
494	375554	383141
495	376386	382456
496	377209	381762
497	378035	381072
498	378906	380424
499	379708	379708
500	380507	378988
501	381267	378229
502	382173	377614
503	382977	376898
504	383810	376210
505	384522	375403
506	385304	374664
507	386126	373965
508	386852	373172
509	387720	372515
510	388406	371684
511	389249	371003
512	390068	370298
513	390860	369568
514	391653	368838
515	392410	368074
516	393221	367361
517	394071	366684
518	394897	365983
519	395719	365279
520	396494	364530
521	397282	363794
522	398075	363063
523	398876	362337
524	399566	361512
525	400302	360728
526	401028	359936
527	401882	359258
528	402728	358572
529	403565	357878
530	404367	357153
531	405140	356402
532	405997	355723
533	406874	355063
534	407627	354292
535	408539	353661
536	409297	352894
537	410119	352184
538	410922	351457
539	411685	350694
540	412436	349922
541	413313	349257
542	414085	348503
543	414829	347724
544	415572	346946
545	415931	345848
546	416811	345184
547	417587	344433
548	418342	343665
549	419166	342954
550	419944	342204
551	420936	341629
552	421737	340898
553	422468	340110
554	423318	339417
555	423639	338301
556	424367	337513
557	425126	336748
558	425882	335982
559	426717	335277
560	427452	334495
561	428260	333768
562	429044	333023
563	429874	332314
564	430655	331566
565	431367	330765
566	432118	329995
567	432807	329177
568	433522	328380
569	434328	327651
570	435034	326846
571	435898	326161
572	436653	325394
573	437453	324660
574	438268	323937
575	439086	323216
576	439812	322427
577	440595	321680
578	441473	321002
579	442367	320335
580	443179	319608
581	444030	318908
582	445038	318320
583	445805	317560
584	446564	316793
585	447267	315987
586	448035	315227
587	448748	314429
588	449479	313643
589	450299	312919
590	451114	312192
591	451929	311465
592	452775	310758
593	453619	310049
594	454358	309268
595	455138	308516
596	455955	307788
597	456779	307065
598	457647	306371
599	458419	305613
600	459299	304925
601	460099	304185
602	460892	303440
603	461659	302677
604	462409	301903
605	463224	301172
606	463944	300378
607	464817	299684
608	465680	298983
609	466457	298226
610	467240	297474
611	468117	296780
612	468895	296024
613	469699	295283
614	470472	294523
615	471187	293727
616	471946	292958
617	472833	292269
618	473623	291519
619	474508	290827
620	475253	290050
621	476041	289298
622	476731	288487
623	477534	287745
624	478301	286981
625	479119	286247
626	479920	285502
627	480710	284752
628	481456	283975
629	482304	283258
630	483124	282524
631	483964	281801
632	484804	281079
633	485653	280361
634	486441	279608
635	487189	278831
636	488147	278175
637	488968	277439
638	489798	276709
639	490606	275965
640	491529	275287
641	492356	274553
642	493234	273848
643	493965	273061
644	494872	272371
645	495725	271651
646	496611	270948
647	497441	270214
648	498304	269499
649	499127	268760
650	499977	268037
651	500727	267259
652	501534	266512
653	502277	265730
654	503039	264959
655	503865	264222
656	504735	263507
657	505504	262739
658	506310	261990
659	507047	261206
660	507879	260470
661	508687	259722
662	509547	259000
663	510388	258268
664	511266	257555
665	512001	256769
666	512818	256025
667	513645	255284
668	514439	254528
669	515269	253789
670	516047	253024
671	516893	252293
672	517660	251522
673	518501	250788
674	519287	250027
675	520035	249247
676	520921	248534
677	521719	247778
678	522517	247022
679	523306	246261
680	524132	245518
681	524963	244777
682	525645	243967
683	526469	243222
684	527277	242470
685	528165	241754
686	528959	240995
687	529761	240240
688	530611	239506
689	531473	238777
690	532307	238036
691	533137	237292
692	533932	236533
693	534780	235796
694	535650	235069
695	536494	234330
696	537314	233581
697	538138	232833
698	538952	232081
699	539741	231317
700	540633	230598
701	541472	229855
702	542292	229104
703	543120	228357
704	543995	227629
705	544744	226848
706	545577	226102
707	546326	225320
708	547106	224552
709	547968	223818
710	548815	223076
711	549613	222315
712	550449	221569
713	551289	220824
714	552085	220061
715	552923	219316
716	553798	218584
717	554543	217801
718	555315	217028
719	556256	216321
720	557017	215544
721	557876	214805
722	558639	214029
723	559526	213300
724	560435	212578
725	561239	211817
726	561973	211029
727	562815	210282
728	563549	209495
729	564412	208755
730	565191	207984
731	566075	207251
732	566841	206475
733	567715	205738
734	568543	204985
735	569397	204240
736	570246	203493
737	571027	202722
738	571831	201959
739	572636	201196
740	573450	200436
741	574235	199666
742	575076	198915
743	575842	198139
744	576662	197381
745	577473	196619
746	578231	195840
747	579071	195088
748	579850	194315
749	580657	193552
750	581465	192789
751	582246	192017
752	583059	191255
753	583929	190512
754	584841	189783
755	585599	189002
756	586462	188256
757	587256	187488
758	588136	186746
759	589030	186009
760	589986	185291
761	590872	184550
762	591803	183823
763	592587	183050
764	593360	182273
765	594193	181516
766	595019	180755
767	595876	180004
768	596662	179231
769	597480	178468
770	598268	177695
771	599110	176939
772	599899	176166
773	600763	175416
774	601571	174649
775	602449	173903
776	603323	173154
777	604094	172376
778	604924	171615
779	605818	170871
780	606655	170112
781	607417	169331
782	608263	168573
783	609065	167803
784	609906	167044
785	610699	166271
786	611597	165527
787	612341	164741
788	613285	164009
789	614082	163237
790	614877	162464
791	615726	161705
792	616509	160930
793	617227	160137
794	618051	159371
795	618865	158603
796	619665	157831
797	620552	157082
798	621405	156323
799	622215	155553
800	623065	154794
801	624096	154078
802	624950	153319
803	625755	152547
804	626638	151794
805	627350	151000
806	628169	150231
807	628974	149459
808	629857	148705
809	630703	147942
810	631589	147189
811	632461	146432
812	633292	145664
813	634219	144920
814	635067	144156
815	635804	143367
816	636678	142609
817	637475	141834
818	638317	141068
819	639177	140307
820	640032	139544
821	640869	138777
822	641722	138013
823	642503	137233
824	643261	136449
825	644089	135679
826	644841	134894
827	645646	134119
828	646324	133318
829	647148	132548
830	648080	131799
831	648973	131042
832	649760	130264
833	650689	129513
834	651508	128741
835	652411	127985
836	653194	127205
837	654169	126462
838	655033	125697
839	655854	124924
840	656700	124156
841	657470	123373
842	658289	122599
843	659080	121820
844	659933	121052
845	660744	120277
846	661422	119477
847	662251	118705
848	663025	117923
849	663789	117139
850	664623	116367
851	665407	115587
852	666200	114808
853	666972	114025
854	667794	113251
855	668601	112475
856	669368	111691
857	670140	110909
858	671035	110146
859	671928	109383
860	672694	108599
861	673572	107834
862	674478	107072
863	675363	106307
864	676252	105542
865	677060	104764
866	677940	103997
867	678767	103222
868	679596	102447
869	680382	101666
870	681228	100893
871	682047	100117
872	682823	99333
873	683601	98551
874	684400	97771
875	685375	97016
876	686181	96237
877	686968	95455
878	687813	94681
879	688591	93898
880	689412	93121
881	690225	92343
882	690994	91558
883	691803	90779
884	692613	90000
885	693392	89217
886	694234	88442
887	695064	87665
888	695960	86897
889	696733	86113
890	697576	85337
891	698495	84571
892	699342	83795
893	700236	83025
894	701153	82258
895	701993	81481
896	702843	80705
897	703710	79931
898	704589	79158
899	705435	78381
900	706239	77600
901	707049	76819
902	707875	76039
903	708674	75257
904	709500	74477
905	710251	73690
906	711011	72904
907	711913	72132
908	712786	71357
909	713588	70574
910	714370	69790
911	715174	69008
912	716030	68230
913	716930	67457
914	717820	66682
915	718559	65894
916	719386	65113
917	720182	64329
918	720979	63546
919	721789	62764
920	722552	61977
921	723371	61196
922	724190	60414
923	725049	59636
924	725811	58849
925	726614	58066
926	727430	57284
927	728289	56505
928	729096	55722
929	729927	54940
930	730943	54173
931	731768	53390
932	732610	52609
933	733455	51828
934	734283	51046
935	735048	50259
936	735812	49473
937	736595	48687
938	737310	47897
939	738095	47112
940	738886	46327
941	739726	45545
942	740523	44761
943	741310	43976
944	742093	43190
945	742987	42411
946	743827	41629
947	744669	40846
948	745398	40058
949	746205	39273
950	747118	38495
951	747911	37709
952	748748	36926
953	749549	36141
954	750317	35355
955	751173	34572
956	751939	33786
957	752764	33002
958	753702	32222
959	754541	31439
960	755455	30658
961	756349	29876
962	757177	29091
963	757995	28306
964	758850	27523
965	759732	26740
966	760542	25954
967	761461	25172
968	762238	24385
969	763140	23602
970	763910	22815
971	764705	22028
972	765634	21245
973	766394	20458
974	767211	19672
975	768136	18888
976	768931	18101
977	769701	17314
978	770522	16528
979	771382	15742
980	772246	14956
981	772929	14167
982	773763	13381
983	774636	12595
984	775410	11808
985	776276	11022
986	777035	10234
987	777862	9447
988	778662	8660
989	779569	7874
990	780373	7087
991	781189	6299
992	782081	5513
993	782858	4725
994	783657	3937
995	784474	3150
996	785292	2362
997	786067	1575
998	786813	787
999	787634	0
